language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Hangzhou		catch a cold	2184	2184	kᴇ̃⁵³mɔ¹³	964	k ɛ̃ ∼ ⁵³ m ɔ ¹³	
Guangzhou		catch a cold	2184	2184	sœŋ⁵⁵foŋ⁵⁵	963	s œ ŋ ⁵⁵ f o ŋ ⁵⁵	
Guangzhou		catch a cold	2184	2184	kɐm³⁵mow²²	964	k ɐ m ³⁵ m o w ²²	
Nanchang		catch a cold	2184	2184	sɔŋ⁴²fuŋ⁴²	963	s ɔ ŋ ⁴² f u ŋ ⁴²	
Nanchang		catch a cold	2184	2184	kɵn²¹³mɑw²¹	964	k ɵ n ²¹³ m ɑ w ²¹	
Chengdu		catch a cold	2184	2184	saŋ⁵⁵foŋ⁵⁵	963	s a ŋ ⁵⁵ f o ŋ ⁵⁵	
Chengdu		catch a cold	2184	2184	njaŋ³¹no⁵³	969	n j a ŋ ³¹ n o ⁵³	
Taoyuan		catch a cold	2184	2184	pʰjəʔ²ʦu⁴⁵lje⁵³	975	pʰ j ə ʔ ² ts u ⁴⁵ l j e ⁵³	
Taoyuan		catch a cold	2184	2184	səw⁴⁵ljɒ̃¹¹lje⁵³	974	s ə w ⁴⁵ l j ɒ̃ ∼ ¹¹ l j e ⁵³	
Taoyuan		catch a cold	2184	2184	səw⁴⁵fəŋ¹¹lje⁵³	972	s ə w ⁴⁵ f ə ŋ ¹¹ l j e ⁵³	
Taoyuan		catch a cold	2184	2184	kæ̃⁵³maw⁴⁵lje⁵³	965	k æ̃ ∼ ⁵³ m a w ⁴⁵ l j e ⁵³	
Shexian		catch a cold	2184	2184	ɕja³¹fʌ̃³¹	963	ɕ j a ³¹ f ʌ̃ ∼ ³¹	
Beijing		catch a cold	2184	2184	ʂɑŋ⁵⁵fəŋ⁵⁵	963	ʂ ɑ ŋ ⁵⁵ f ə ŋ ⁵⁵	
Beijing		catch a cold	2184	2184	t͡ʂɑw³⁵ljɑŋ³⁵	971	ʈʂ ɑ w ³⁵ l j ɑ ŋ ³⁵	
Kunming		catch a cold	2184	2184	ʂᴀ̃⁴⁴foŋ⁴⁴	963	ʂ ã ∼ ⁴⁴ f o ŋ ⁴⁴	
Kunming		catch a cold	2184	2184	lə̃⁵³t͡ʂo³¹lə⁵³	977	l ə̃ ∼ ⁵³ ʈʂ o ³¹ l ə ⁵³	
Shanghai		catch a cold	2184	2184	sɑ̃⁵³foŋ⁵³	963	s ɑ̃ ∼ ⁵³ f o ŋ ⁵³	
Shanghai		catch a cold	2184	2184	kø³⁵mɔ¹³	964	k ø ³⁵ m ɔ ¹³	
Meixian		cheap	1887	1887	pʰjen¹¹ŋin¹¹	246	pʰ j e n ¹¹ ŋ i n ¹¹	
Changsha		cheap	1887	1887	pjẽ¹³i	246	p j ẽ ∼ ¹³ i	
Guiyang		cheap	1887	1887	pʰjan²¹i²¹³	246	pʰ j a n ²¹ i ²¹³	
Guiyang		cheap	1887	1887	ɕjaŋ⁵⁵in⁵⁵	247	ɕ j a ŋ ⁵⁵ i n ⁵⁵	
Xiamen		cheap	1887	1887	sjɔk⁵	249	s j ɔ k ⁵	
Xiamen		cheap	1887	1887	pan³⁵gi³⁵	246	p a n ³⁵ g i ³⁵	
Hefei		cheap	1887	1887	ʨʰjɔ²⁴	250	tɕʰ j ɔ ²⁴	
Jinan		cheap	1887	1887	pʰjã⁴²i	246	pʰ j ã ∼ ⁴² i	
Hangzhou		cheap	1887	1887	bjᴇ̃²¹³ȵi²¹³	246	b j ɛ̃ ∼ ²¹³ nʲ i ²¹³	
Guangzhou		cheap	1887	1887	pʰɛŋ²¹	251	pʰ ɛ ŋ ²¹	
Nanchang		cheap	1887	1887	pʰjɛn²⁴i⁰⁴	246	pʰ j ɛ n ²⁴ i ⁰⁴	
Chengdu		cheap	1887	1887	pʰjan³¹ȵi³¹	246	pʰ j a n ³¹ nʲ i ³¹	
Chengdu		cheap	1887	1887	ɕjaŋ⁵⁵in⁵⁵	248	ɕ j a ŋ ⁵⁵ i n ⁵⁵	
Taoyuan		cheap	1887	1887	ʨje⁴⁵	252	tɕ j e ⁴⁵	
Taoyuan		cheap	1887	1887	pʰje¹¹i⁴⁵	246	pʰ j e ¹¹ i ⁴⁵	
Shexian		cheap	1887	1887	pʰe⁴⁴ni⁴⁴	246	pʰ e ⁴⁴ n i ⁴⁴	
Shexian		cheap	1887	1887	ʨʰjɔ³⁵	250	tɕʰ j ɔ ³⁵	
Beijing		cheap	1887	1887	pʰjan³⁵i³	246	pʰ j a n ³⁵ i ³	
Kunming		cheap	1887	1887	ɕjᴀ̃⁴⁴ĩ⁴⁴	248	ɕ j ã ∼ ⁴⁴ ĩ ∼ ⁴⁴	
Meixian		chicken	1318	1318	ke⁴⁴ma¹¹	384	k e ⁴⁴ m a ¹¹	
Changsha		chicken	1318	1318	ʨi³³po¹³	385	tɕ i ³³ p o ¹³	
Guiyang		chicken	1318	1318	ʦɿ⁴²ʨi⁵⁵	391	ts ɿ ⁴² tɕ i ⁵⁵	
Guiyang		chicken	1318	1318	ʦʰa⁴²ʨi⁵⁵	392	tsʰ a ⁴² tɕ i ⁵⁵	
Guiyang		chicken	1318	1318	mu⁴²ʨi⁵⁵	393	m u ⁴² tɕ i ⁵⁵	
Xiamen		chicken	1318	1318	kwe⁵⁵bu	386	k w e ⁵⁵ b u	
Xiamen		chicken	1318	1318	kwe⁵⁵nwa²²	387	k w e ⁵⁵ n w a ²²	
Hefei		chicken	1318	1318	məŋ²⁴ʦɿ²¹	393	m ə ŋ ²⁴ ts ɿ ²¹	
Hefei		chicken	1318	1318	lɔ²⁴məʦɿ²¹	394	l ɔ ²⁴ m ə ⁰ ts ɿ ²¹	
Jinan		chicken	1318	1318	mu⁵⁵ʨi	393	m u ⁵⁵ tɕ i	
Jinan		chicken	1318	1318	ʦʰɔ⁵⁵ʨi	392	tsʰ ɔ ⁵⁵ tɕ i	
Hangzhou		chicken	1318	1318	bo²¹³ʨi	390	b o ²¹³ tɕ i	
Guangzhou		chicken	1318	1318	kɐj⁵⁵na³⁵	388	k ɐ j ⁵⁵ n a ³⁵	
Guangzhou		chicken	1318	1318	kɐj⁵⁵hɔŋ³⁵	389	k ɐ j ⁵⁵ h ɔ ŋ ³⁵	
Nanchang		chicken	1318	1318	ʨi⁴²pʰo²⁴	385	tɕ i ⁴² pʰ o ²⁴	
Chengdu		chicken	1318	1318	naw⁵³mu⁵³ʨi⁵⁵	394	n a w ⁵³ m u ⁵³ tɕ i ⁵⁵	
Chengdu		chicken	1318	1318	ʨi⁵⁵pʰo³¹	385	tɕ i ⁵⁵ pʰ o ³¹	
Taoyuan		chicken	1318	1318	ʦʰaw⁵³ʨi¹¹	392	tsʰ a w ⁵³ tɕ i ¹¹	
Shexian		chicken	1318	1318	ʨi³¹m̩³⁵	386	tɕ i ³¹ m̩ ³⁵	
Shexian		chicken	1318	1318	ʨi³¹pʰo⁴⁴	385	tɕ i ³¹ pʰ o ⁴⁴	
Beijing		chicken	1318	1318	mu²¹⁴ʨi⁵⁵	393	m u ²¹⁴ tɕ i ⁵⁵	
Kunming		chicken	1318	1318	mu⁵³ʨi⁴⁴	393	m u ⁵³ tɕ i ⁴⁴	
Shanghai		chicken	1318	1318	ʦʰɿ⁵³ʨi⁵³	395	tsʰ ɿ ⁵³ tɕ i ⁵³	
Shanghai		chicken	1318	1318	mu¹³ʨi⁵³	393	m u ¹³ tɕ i ⁵³	
Meixian		chimney	1305	1305	jan⁴⁴ham¹¹	463	j a n ⁴⁴ h a m ¹¹	
Changsha		chimney	1305	1305	jẽ³³toŋ¹³	464	j ẽ ∼ ³³ t o ŋ ¹³	
Guiyang		chimney	1305	1305	jan⁵⁵ʦʰoŋ⁵⁵	465	j a n ⁵⁵ tsʰ o ŋ ⁵⁵	
Xiamen		chimney	1305	1305	jan⁵⁵taŋ³⁵	464	j a n ⁵⁵ t a ŋ ³⁵	
Hefei		chimney	1305	1305	jɪ̃²¹ləŋ	466	j ɪ̃ ∼ ²¹ l ə ŋ	
Jinan		chimney	1305	1305	jã²¹³tʰuŋ	464	j ã ∼ ²¹³ tʰ u ŋ	
Jinan		chimney	1305	1305	ʦɔ²¹tu⁴²	469	ts ɔ ²¹ t u ⁴²	
Jinan		chimney	1305	1305	ʨʰi²¹jã	470	tɕʰ i ²¹ j ã ∼	
Hangzhou		chimney	1305	1305	ʔjᴇ̃³³ʦʰoŋ³³	465	ʔ j ɛ̃ ∼ ³³ tsʰ o ŋ ³³	
Guangzhou		chimney	1305	1305	jin⁵⁵tʰoŋ⁵⁵	467	j i n ⁵⁵ tʰ o ŋ ⁵⁵	
Nanchang		chimney	1305	1305	jɛn⁴²tʰuŋ⁰²	464	j ɛ n ⁴² tʰ u ŋ ⁰²	
Chengdu		chimney	1305	1305	jan⁵⁵ʦʰoŋ⁵⁵	465	j a n ⁵⁵ tsʰ o ŋ ⁵⁵	
Taoyuan		chimney	1305	1305	je¹¹twəŋ⁴⁵	468	j e ¹¹ t w ə ŋ ⁴⁵	
Taoyuan		chimney	1305	1305	je¹¹tʰwəŋ⁵³	464	j e ¹¹ tʰ w ə ŋ ⁵³	
Shexian		chimney	1305	1305	je³¹ʦʰʌ̃³¹	465	j e ³¹ tsʰ ʌ̃ ∼ ³¹	
Beijing		chimney	1305	1305	jan⁵⁵tʰuŋ²	464	j a n ⁵⁵ tʰ u ŋ ²	
Kunming		chimney	1305	1305	jɛ̃⁴⁴ʦʰoŋ⁴⁴	465	j ɛ̃ ∼ ⁴⁴ tsʰ o ŋ ⁴⁴	
Shanghai		chimney	1305	1305	i⁵³ʦʰoŋ⁵³	465	i ⁵³ tsʰ o ŋ ⁵³	
Meixian		chopsticks	1987	1987	kʰwaj⁵³je	775	kʰ w a j ⁵³ j e	
Changsha		chopsticks	1987	1987	kʰwaj⁵⁵ʦɿ	776	kʰ w a j ⁵⁵ ts ɿ	
Guiyang		chopsticks	1987	1987	kʰwaj²¹³ʦɿ⁴²	776	kʰ w a j ²¹³ ts ɿ ⁴²	
Xiamen		chopsticks	1987	1987	ti²²	778	t i ²²	
Hefei		chopsticks	1987	1987	kʰwᴇ⁵³ʦə	776	kʰ w ɛ ⁵³ ts ə	
Jinan		chopsticks	1987	1987	kʰwɛ²¹ʦɿ	776	kʰ w ɛ ²¹ ts ɿ	
Hangzhou		chopsticks	1987	1987	kʰwᴇ⁴⁴⁵əl²¹³	775	kʰ w ɛ ⁴⁴⁵ ə l ²¹³	
Guangzhou		chopsticks	1987	1987	faj³³ʦi³⁵	776	f a j ³³ ts i ³⁵	
Nanchang		chopsticks	1987	1987	kʰwaj²¹³ʦɿ⁰⁴	776	kʰ w a j ²¹³ ts ɿ ⁰⁴	
Chengdu		chopsticks	1987	1987	kʰwaj¹³ʦɿ⁵³	776	kʰ w a j ¹³ ts ɿ ⁵³	
Taoyuan		chopsticks	1987	1987	kʰwaj⁴⁵ʦəʔ	776	kʰ w a j ⁴⁵ ts ə ʔ	
Shexian		chopsticks	1987	1987	kʰwa³²⁴	774	kʰ w a ³²⁴	
Beijing		chopsticks	1987	1987	kʰwaj⁵¹ʦɿ¹	776	kʰ w a j ⁵¹ ts ɿ ¹	
Kunming		chopsticks	1987	1987	kʰwə²¹²ə³¹	775	kʰ w ə ²¹² ə ³¹	
Shanghai		chopsticks	1987	1987	kʰwe⁵³	774	kʰ w e ⁵³	
Shanghai		chopsticks	1987	1987	kʰwe⁵³ŋ̍¹³	777	kʰ w e ⁵³ ŋ̍ ¹³	
Shanghai		chopsticks	1987	1987	kʰwe⁵³ʦɿ³⁵	776	kʰ w e ⁵³ ts ɿ ³⁵	
Meixian		classifier (cow)	2168	2168	tʰjaw¹¹	65	tʰ j a w ¹¹	
Changsha		classifier (cow)	2168	2168	tjaw¹³	65	t j a w ¹³	
Guiyang		classifier (cow)	2168	2168	tʰjao²¹	65	tʰ j a o ²¹	
Xiamen		classifier (cow)	2168	2168	ʦjaʔ³²	66	ts j a ʔ ³²	
Hefei		classifier (cow)	2168	2168	tʰjɔ⁵⁵	65	tʰ j ɔ ⁵⁵	
Jinan		classifier (cow)	2168	2168	tʰjɔ⁴²	65	tʰ j ɔ ⁴²	
Jinan		classifier (cow)	2168	2168	kə²¹	67	k ə ²¹	
Hangzhou		classifier (cow)	2168	2168	ʦɑʔ⁵	66	ts ɑ ʔ ⁵	
Guangzhou		classifier (cow)	2168	2168	ʦɛk³	66	ts ɛ k ³	
Guangzhou		classifier (cow)	2168	2168	tʰɐw²¹	68	tʰ ɐ w ²¹	
Nanchang		classifier (cow)	2168	2168	ʦɑʔ⁵	66	ts ɑ ʔ ⁵	
Chengdu		classifier (cow)	2168	2168	tʰjaw³¹	65	tʰ j a w ³¹	
Chengdu		classifier (cow)	2168	2168	kən⁵⁵	69	k ə n ⁵⁵	
Taoyuan		classifier (cow)	2168	2168	kwaj⁴⁵	70	k w a j ⁴⁵	
Taoyuan		classifier (cow)	2168	2168	tʰəw¹¹	68	tʰ ə w ¹¹	
Shexian		classifier (cow)	2168	2168	ʨi²¹	66	tɕ i ²¹	
Beijing		classifier (cow)	2168	2168	tʰow³⁵	68	tʰ o w ³⁵	
Kunming		classifier (cow)	2168	2168	tʰjɔ³¹	65	tʰ j ɔ ³¹	
Shanghai		classifier (cow)	2168	2168	ʦaʔ⁵	66	ts a ʔ ⁵	
Meixian		classifier (pair)	2089	2089	suŋ⁴⁴	51	s u ŋ ⁴⁴	
Changsha		classifier (pair)	2089	2089	ɕɥan³³	51	ɕ ɥ a n ³³	
Guiyang		classifier (pair)	2089	2089	swaŋ⁵⁵	51	s w a ŋ ⁵⁵	
Xiamen		classifier (pair)	2089	2089	sjaŋ⁵⁵	51	s j a ŋ ⁵⁵	
Hefei		classifier (pair)	2089	2089	ʂwɑ̃²¹	51	ʂ w ɑ̃ ∼ ²¹	
Jinan		classifier (pair)	2089	2089	ʂwaŋ²¹³	51	ʂ w a ŋ ²¹³	
Hangzhou		classifier (pair)	2089	2089	sɥɑŋ³³	51	s ɥ ɑ ŋ ³³	
Guangzhou		classifier (pair)	2089	2089	tøɥ³³	52	t ø ɥ ³³	
Nanchang		classifier (pair)	2089	2089	sɔŋ⁴²	51	s ɔ ŋ ⁴²	
Chengdu		classifier (pair)	2089	2089	swaŋ⁵⁵	51	s w a ŋ ⁵⁵	
Taoyuan		classifier (pair)	2089	2089	twej⁴⁵	52	t w e j ⁴⁵	
Shexian		classifier (pair)	2089	2089	so³¹	51	s o ³¹	
Beijing		classifier (pair)	2089	2089	ʂwaŋ⁵⁵	51	ʂ w a ŋ ⁵⁵	
Kunming		classifier (pair)	2089	2089	ʂwᴀ̃⁴⁴	51	ʂ w ã ∼ ⁴⁴	
Shanghai		classifier (pair)	2089	2089	sɑ̃⁵³	51	s ɑ̃ ∼ ⁵³	
Meixian		classifier (person)	516	516	ke⁵³	48	k e ⁵³	
Changsha		classifier (person)	516	516	wej¹¹	49	w e j ¹¹	
Guiyang		classifier (person)	516	516	ko²¹³	48	k o ²¹³	
Xiamen		classifier (person)	516	516	e³⁵	48	e ³⁵	
Hefei		classifier (person)	516	516	kə⁵³	48	k ə ⁵³	
Jinan		classifier (person)	516	516	vej²¹	49	v e j ²¹	
Hangzhou		classifier (person)	516	516	kəʔ⁵	48	k ə ʔ ⁵	
Guangzhou		classifier (person)	516	516	wɐj²²	49	w ɐ j ²²	
Nanchang		classifier (person)	516	516	ko⁴⁵	48	k o ⁴⁵	
Chengdu		classifier (person)	516	516	wej¹³	49	w e j ¹³	
Taoyuan		classifier (person)	516	516	kwaj⁴⁵	50	k w a j ⁴⁵	
Shexian		classifier (person)	516	516	ko³²⁴	48	k o ³²⁴	
Beijing		classifier (person)	516	516	wej⁵¹	49	w e j ⁵¹	
Kunming		classifier (person)	516	516	kə²¹²	48	k ə ²¹²	
Shanghai		classifier (person)	516	516	we¹³	49	w e ¹³	
Meixian		classifier (pig)	2169	2169	tʰjaw¹¹	71	tʰ j a w ¹¹	
Changsha		classifier (pig)	2169	2169	t͡ʂa²⁴	72	ʈʂ a ²⁴	
Guiyang		classifier (pig)	2169	2169	tʰjao²¹	71	tʰ j a o ²¹	
Xiamen		classifier (pig)	2169	2169	ʦjaʔ³²	72	ts j a ʔ ³²	
Hefei		classifier (pig)	2169	2169	kʰɯ²⁴	73	kʰ ɯ ²⁴	
Jinan		classifier (pig)	2169	2169	kʰow⁵⁵	73	kʰ o w ⁵⁵	
Hangzhou		classifier (pig)	2169	2169	ʦɑʔ⁵	72	ts ɑ ʔ ⁵	
Guangzhou		classifier (pig)	2169	2169	ʦɛk³	72	ts ɛ k ³	
Guangzhou		classifier (pig)	2169	2169	tʰju²¹	71	tʰ j u ²¹	
Nanchang		classifier (pig)	2169	2169	ʦɑʔ⁵	72	ts ɑ ʔ ⁵	
Chengdu		classifier (pig)	2169	2169	tʰjaw³¹	71	tʰ j a w ³¹	
Chengdu		classifier (pig)	2169	2169	kən⁵⁵	74	k ə n ⁵⁵	
Taoyuan		classifier (pig)	2169	2169	kwaj⁴⁵	75	k w a j ⁴⁵	
Taoyuan		classifier (pig)	2169	2169	tʰəw¹¹	76	tʰ ə w ¹¹	
Shexian		classifier (pig)	2169	2169	ʨi²¹	72	tɕ i ²¹	
Beijing		classifier (pig)	2169	2169	kʰow²¹⁴	73	kʰ o w ²¹⁴	
Kunming		classifier (pig)	2169	2169	kə²¹²	77	k ə ²¹²	
Kunming		classifier (pig)	2169	2169	tʰəw³¹	76	tʰ ə w ³¹	
Shanghai		classifier (pig)	2169	2169	ʦaʔ⁵	72	ts a ʔ ⁵	
Meixian		classifier (pillow)	2166	2166	fon⁴⁴	53	f o n ⁴⁴	
Changsha		classifier (pillow)	2166	2166	ʨɥan¹³	54	tɕ ɥ a n ¹³	
Guiyang		classifier (pillow)	2166	2166	ʦʰwaŋ²¹	54	tsʰ w a ŋ ²¹	
Xiamen		classifier (pillow)	2166	2166	nja	55	n j a	
Xiamen		classifier (pillow)	2166	2166	ʦʰŋ̍³⁵	54	tsʰ ŋ̍ ³⁵	
Hefei		classifier (pillow)	2166	2166	t͡ʂʰwɑ̃⁵⁵	54	ʈʂʰ w ɑ̃ ∼ ⁵⁵	
Jinan		classifier (pillow)	2166	2166	t͡ʂʰwaŋ⁴²	54	ʈʂʰ w a ŋ ⁴²	
Hangzhou		classifier (pillow)	2166	2166	ʣɥɑŋ²¹³	54	dz ɥ ɑ ŋ ²¹³	
Hangzhou		classifier (pillow)	2166	2166	djɔ²¹³	56	d j ɔ ²¹³	
Guangzhou		classifier (pillow)	2166	2166	ʦʰɔŋ²¹	54	tsʰ ɔ ŋ ²¹	
Guangzhou		classifier (pillow)	2166	2166	ʦœŋ⁵³	57	ts œ ŋ ⁵³	
Nanchang		classifier (pillow)	2166	2166	ʦʰɔŋ²⁴	54	tsʰ ɔ ŋ ²⁴	
Chengdu		classifier (pillow)	2166	2166	ʦʰwaŋ³¹	54	tsʰ w a ŋ ³¹	
Taoyuan		classifier (pillow)	2166	2166	kwaj⁴⁵	58	k w a j ⁴⁵	
Shexian		classifier (pillow)	2166	2166	so⁴⁴	54	s o ⁴⁴	
Shexian		classifier (pillow)	2166	2166	tʰjɔ⁴⁴	56	tʰ j ɔ ⁴⁴	
Beijing		classifier (pillow)	2166	2166	t͡ʂʰwɑŋ³⁵	54	ʈʂʰ w ɑ ŋ ³⁵	
Kunming		classifier (pillow)	2166	2166	ʦʰwaŋ²¹	54	tsʰ w a ŋ ²¹	
Shanghai		classifier (pillow)	2166	2166	djɔ¹³	56	d j ɔ ¹³	
Meixian		classifier (vehicle)	2167	2167	ljoŋ¹¹	59	l j o ŋ ¹¹	
Changsha		classifier (vehicle)	2167	2167	pu¹¹	60	p u ¹¹	
Guiyang		classifier (vehicle)	2167	2167	ʨja²¹³	61	tɕ j a ²¹³	
Xiamen		classifier (vehicle)	2167	2167	tiŋ⁵³	62	t i ŋ ⁵³	
Xiamen		classifier (vehicle)	2167	2167	pɔ²²	60	p ɔ ²²	
Hefei		classifier (vehicle)	2167	2167	kwa⁵³	63	k w a ⁵³	
Jinan		classifier (vehicle)	2167	2167	ljaŋ⁵⁵	59	l j a ŋ ⁵⁵	
Jinan		classifier (vehicle)	2167	2167	kwa²¹	63	k w a ²¹	
Hangzhou		classifier (vehicle)	2167	2167	bu¹³	60	b u ¹³	
Guangzhou		classifier (vehicle)	2167	2167	ka³³	61	k a ³³	
Nanchang		classifier (vehicle)	2167	2167	pʰu²¹	60	pʰ u ²¹	
Chengdu		classifier (vehicle)	2167	2167	ʨja¹³	61	tɕ j a ¹³	
Chengdu		classifier (vehicle)	2167	2167	kwa¹³	63	k w a ¹³	
Taoyuan		classifier (vehicle)	2167	2167	kwa⁴⁵	63	k w a ⁴⁵	
Shexian		classifier (vehicle)	2167	2167	pʰu²²	60	pʰ u ²²	
Beijing		classifier (vehicle)	2167	2167	ljɑŋ⁵¹	59	l j ɑ ŋ ⁵¹	
Kunming		classifier (vehicle)	2167	2167	t͡ʂᴀ̃⁴⁴	64	ʈʂ ã ∼ ⁴⁴	
Shanghai		classifier (vehicle)	2167	2167	bu¹³	60	b u ¹³	
Meixian		clean	704	704	ʦʰjaŋ⁵³	238	tsʰ j a ŋ ⁵³	
Changsha		clean	704	704	kan³³ʦin⁵⁵	239	k a n ³³ ts i n ⁵⁵	
Changsha		clean	704	704	so²⁴li⁵⁵	240	s o ²⁴ l i ⁵⁵	
Guiyang		clean	704	704	kan⁵⁵ʨin²¹³	239	k a n ⁵⁵ tɕ i n ²¹³	
Xiamen		clean	704	704	ʦʰiŋ⁵⁵kʰi²¹	241	tsʰ i ŋ ⁵⁵ kʰ i ²¹	
Hefei		clean	704	704	ʨʰin²¹ljɑ	242	tɕʰ i n ²¹ l j ɑ	
Jinan		clean	704	704	kã²¹³ʨiŋ	239	k ã ∼ ²¹³ tɕ i ŋ	
Hangzhou		clean	704	704	kᴇ̃³³ʥin¹³	239	k ɛ̃ ∼ ³³ dʑ i n ¹³	
Hangzhou		clean	704	704	ʨʰin³³sɥɑŋ⁵³	243	tɕʰ i n ³³ s ɥ ɑ ŋ ⁵³	
Guangzhou		clean	704	704	kɔn⁵³ʦɛŋ²²	239	k ɔ n ⁵³ ts ɛ ŋ ²²	
Nanchang		clean	704	704	kɵn⁴²ʨʰin⁰²	239	k ɵ n ⁴² tɕʰ i n ⁰²	
Chengdu		clean	704	704	kan⁵⁵ʨin¹³	239	k a n ⁵⁵ tɕ i n ¹³	
Taoyuan		clean	704	704	kæ̃¹¹ʨjəŋ⁴⁵	239	k æ̃ ∼ ¹¹ tɕ j ə ŋ ⁴⁵	
Shexian		clean	704	704	kɛ³¹ʦʰjʌ̃²²	239	k ɛ ³¹ tsʰ j ʌ̃ ∼ ²²	
Beijing		clean	704	704	kan⁵⁵ʨiŋ²	239	k a n ⁵⁵ tɕ i ŋ ²	
Kunming		clean	704	704	kᴀ̃⁴⁴ʨĩ²¹²	239	k ã ∼ ⁴⁴ tɕ ĩ ∼ ²¹²	
Shanghai		clean	704	704	ʨʰiŋ⁵³sɑ̃³⁵	243	tɕʰ i ŋ ⁵³ s ɑ̃ ∼ ³⁵	
Meixian		cold	1287	1287	hon¹¹	200	h o n ¹¹	
Changsha		cold	1287	1287	lən⁴¹	202	l ə n ⁴¹	
Guiyang		cold	1287	1287	len⁴²	202	l e n ⁴²	
Xiamen		cold	1287	1287	kwã³⁵	200	k w ã ∼ ³⁵	
Xiamen		cold	1287	1287	liŋ⁵³	202	l i ŋ ⁵³	
Hefei		cold	1287	1287	lən²⁴	202	l ə n ²⁴	
Jinan		cold	1287	1287	ləŋ⁵⁵	202	l ə ŋ ⁵⁵	
Hangzhou		cold	1287	1287	len⁵³	202	l e n ⁵³	
Hangzhou		cold	1287	1287	ʔin⁴⁴⁵	203	ʔ i n ⁴⁴⁵	
Guangzhou		cold	1287	1287	toŋ³³	204	t o ŋ ³³	
Nanchang		cold	1287	1287	lɑŋ²¹³	202	l ɑ ŋ ²¹³	
Chengdu		cold	1287	1287	nən⁵³	202	n ə n ⁵³	
Taoyuan		cold	1287	1287	twəŋ⁴⁵	204	t w ə ŋ ⁴⁵	
Shexian		cold	1287	1287	lɛ³⁵	202	l ɛ ³⁵	
Beijing		cold	1287	1287	ləŋ²¹⁴	202	l ə ŋ ²¹⁴	
Kunming		cold	1287	1287	lə̃⁵³	202	l ə̃ ∼ ⁵³	
Shanghai		cold	1287	1287	lã¹³	202	l ã ∼ ¹³	
Shanghai		cold	1287	1287	iŋ³⁵	203	i ŋ ³⁵	
Meixian		cook	1100	1100	ʦʰu¹¹sɿ⁴⁴	893	tsʰ u ¹¹ s ɿ ⁴⁴	
Meixian		cook	1100	1100	fo³¹tʰew¹¹	897	f o ³¹ tʰ e w ¹¹	
Meixian		cook	1100	1100	kʰi⁴⁴vok⁵sɿ⁴⁴fu⁵³	899	kʰ i ⁴⁴ v o k ⁵ s ɿ ⁴⁴ f u ⁵³	
Changsha		cook	1100	1100	ʨy¹³fan¹³sɿ³³fu	894	tɕ y ¹³ f a n ¹³ s ɿ ³³ f u	
Changsha		cook	1100	1100	taj¹¹sɿ³³fu	901	t a j ¹¹ s ɿ ³³ f u	
Guiyang		cook	1100	1100	ʦʰu²¹ʦɿ⁴²	895	tsʰ u ²¹ ts ɿ ⁴²	
Xiamen		cook	1100	1100	tɔ³⁵ʦi⁵³saj	896	t ɔ ³⁵ ts i ⁵³ s a j	
Hefei		cook	1100	1100	tʰu⁵⁵ʦə	895	tʰ u ⁵⁵ ts ə	
Jinan		cook	1100	1100	t͡ʂʰu⁴²ʂʅ²¹³	893	ʈʂʰ u ⁴² ʂ ʅ ²¹³	
Hangzhou		cook	1100	1100	ʣy²¹³vɑŋ²¹³sɿ³³vu¹³	894	dz y ²¹³ v ɑ ŋ ²¹³ s ɿ ³³ v u ¹³	
Guangzhou		cook	1100	1100	hɐw²²wɔk²	902	h ɐ w ²² w ɔ k ²	
Nanchang		cook	1100	1100	tʰaj²¹sɿ⁴²fu⁰²	901	tʰ a j ²¹ s ɿ ⁴² f u ⁰²	
Chengdu		cook	1100	1100	ʦʰu³¹sɿ⁵⁵	893	tsʰ u ³¹ s ɿ ⁵⁵	
Chengdu		cook	1100	1100	ta¹³sɿ⁵⁵fu¹³	901	t a ¹³ s ɿ ⁵⁵ f u ¹³	
Chengdu		cook	1100	1100	ʦaŋ⁵³ʦaw¹³ni⁵⁵	903	ts a ŋ ⁵³ ts a w ¹³ n i ⁵⁵	
Chengdu		cook	1100	1100	ʦaŋ⁵³pʰjaw³¹ni⁵⁵	904	ts a ŋ ⁵³ pʰ j a w ³¹ n i ⁵⁵	
Taoyuan		cook	1100	1100	ʦwəʔ²fæ̃⁴⁵təʔ	905	ts w ə ʔ ² f æ̃ ∼ ⁴⁵ t ə ʔ	
Taoyuan		cook	1100	1100	ʦʰu¹¹ʦəʔ	895	tsʰ u ¹¹ ts ə ʔ	
Taoyuan		cook	1100	1100	ta⁴⁵sɿ¹¹fu⁴⁵	901	t a ⁴⁵ s ɿ ¹¹ f u ⁴⁵	
Taoyuan		cook	1100	1100	ər⁴⁵sɿ¹¹fu⁴⁵	906	ə r ⁴⁵ s ɿ ¹¹ f u ⁴⁵	
Shexian		cook	1100	1100	xo³⁵tʰju	897	x o ³⁵ tʰ j u	
Shexian		cook	1100	1100	xo³⁵tʰju⁴⁴sɿ³¹fu³⁵	898	x o ³⁵ tʰ j u ⁴⁴ s ɿ ³¹ f u ³⁵	
Beijing		cook	1100	1100	ta⁵¹ʂʅ¹fu¹	901	t a ⁵¹ ʂ ʅ ¹ f u ¹	
